-9.4497,-3.9555,-9.1598
-9.9786,-9.8698,-8.9808
-3.7231,-9.7105,-9.0418
-9.4497,-3.9555,2.943
-8.9003,-9.0587,-2.907
-9.9786,-9.8698,3.122
-3.7231,-9.7105,3.061
-8.9003,-9.0587,9.1958
-8.9407,7.9521,-9.0418
-3.2251,2.3398,-9.0108
3.0476,8.5419,-9.1598
-9.3755,2.1333,-8.9828
-3.6282,-3.6423,-8.9938
-3.0597,8.3983,-9.1258
2.5187,2.6276,-8.9808
2.469,-3.4575,-9.0418
8.1845,-9.0699,-9.0108
8.7742,2.7869,-9.0418
2.0341,-9.2763,-8.9828
8.35,-3.0114,-9.1258
-8.2481,8.8563,-2.909
-8.9407,7.9521,3.061
-3.2251,2.3398,3.092
3.0476,8.5418,2.943
-8.8551,-3.0526,-3.038
-3.1332,-8.7462,-3.118
-2.6333,3.1608,-3.001
3.1615,-2.5534,-2.909
-8.3439,2.7605,-3.06
-2.6333,-2.844,-2.967
-2.0817,9.0694,-2.918
3.5971,3.4387,-2.907
-9.3755,2.1333,3.12
-3.6282,-3.6423,3.109
-3.0597,8.3983,2.977
2.5187,2.6276,3.122
2.469,-3.4575,3.061
8.1845,-9.0699,3.092
8.7742,2.7869,3.061
8.7764,-8.2489,-3.001
3.0658,-8.6491,-3.06
9.3279,-2.3403,-2.918
2.0341,-9.2763,3.12
8.35,-3.0114,2.977
-8.2481,8.8563,9.1938
-8.8551,-3.0526,9.0648
-3.1332,-8.7462,8.9848
-2.6333,3.1608,9.1018
3.1615,-2.5534,9.1938
-8.3439,2.7605,9.0428
-2.6333,-2.844,9.1358
-2.0817,9.0694,9.1848
3.5971,3.4387,9.1958
8.7764,-8.2489,9.1018
3.0658,-8.6491,9.0428
9.3279,-2.3403,9.1848
8.8692,8.8551,-8.9938
3.6422,9.4448,-3.038
9.3641,3.7512,-3.118
9.8641,9.6534,-2.967
8.8692,8.8551,3.109
3.6422,9.4448,9.0648
9.3641,3.7512,8.9848
9.8641,9.6534,9.1358
-8.6118,-9.2638,-8.9718
-9.4377,-4.4272,-3.042
-8.6118,-9.2638,3.131
-10.293,-9.6011,-2.9
-3.6976,-10.126,-3.034
-9.4377,-4.4272,9.0608
-10.293,-9.6011,9.2028
-3.6976,-10.126,9.0688
-8.3351,9.3195,-9.0298
-8.8657,-2.5824,-9.0838
-3.1657,-8.3248,-9.0848
-2.6552,3.7215,-9.0168
3.0745,-2.0902,-9.0298
-7.9712,2.6453,-8.9878
-2.2769,-3.0137,-9.0978
-1.6659,8.9251,-9.0018
3.8856,3.2336,-8.9718
8.7544,-7.6882,-9.0168
3.4384,-8.7644,-8.9878
9.7437,-2.4846,-9.0018
-8.3351,9.3195,3.073
-8.8282,7.4819,-2.986
-3.2583,1.806,-3.086
