-3.5064,-9.422,-3.3583
-9.6391,-2.8636,-2.4873
-8.9235,-9.97,-2.8113
-9.7211,-9.1512,-8.9713
-3.3713,-9.0494,-8.3573
-9.8251,-2.7059,-8.6933
-3.5064,-9.422,8.689
-9.6391,-2.8636,9.56
-8.9235,-9.97,9.236
-9.7211,-9.1512,3.076
-3.3713,-9.0494,3.69
-9.8251,-2.7059,3.354
8.2443,-9.0306,-3.4383
3.8185,-8.9663,-2.6903
2.818,-9.5623,-8.9413
8.9521,-3.2557,-9.4773
9.4414,-8.5321,-9.4353
8.2443,-9.0306,8.609
3.8185,-8.9663,9.357
2.818,-9.5623,3.106
8.9521,-3.2557,2.57
9.4414,-8.5321,2.612
2.7987,-2.7563,-3.6873
-3.7943,3.008,-3.4383
8.5517,2.6361,-3.3583
2.419,9.1945,-2.4873
-3.1007,-2.5505,-3.1063
-8.2201,3.0724,-2.6903
3.1346,2.0881,-2.8113
9.1959,-2.6722,-2.5433
-9.2207,2.4763,-8.9413
-3.8495,-3.1268,-8.6923
-3.0865,8.783,-9.4773
2.337,2.9069,-8.9713
8.6868,3.0087,-8.3573
2.233,9.3522,-8.6933
2.4657,-2.6241,-9.1503
-2.5972,3.5065,-9.4353
2.7987,-2.7563,8.36
-3.7943,3.008,8.609
8.5517,2.6361,8.689
2.419,9.1945,9.56
-3.1007,-2.5505,8.941
-8.2201,3.0724,9.357
3.1346,2.0881,9.236
9.1959,-2.6722,9.504
-9.2207,2.4763,3.106
-3.8495,-3.1268,3.355
-3.0865,8.783,2.57
2.337,2.9069,3.076
8.6868,3.0087,3.69
2.233,9.3522,3.354
2.4657,-2.6241,2.897
-2.5972,3.5065,2.612
-9.2399,9.2823,-3.6873
-2.8427,9.3665,-2.5433
-9.573,9.4146,-9.1503
-9.2399,9.2823,8.36
-2.8427,9.3665,9.504
-9.573,9.4146,2.897
8.9575,9.5076,-3.1063
8.2086,8.9313,-8.6923
8.9575,9.5076,8.941
8.2086,8.9313,3.355
-9.1109,-9.1109,-4.0123
-8.3515,-8.9723,-9.5373
-8.7177,-3.7001,-8.8263
-9.1109,-9.1109,8.035
-8.3515,-8.9723,2.51
-8.7177,-3.7001,3.221
9.2477,-8.9535,-2.3173
3.6792,-8.5455,-9.6313
10.178,-3.1588,-8.6363
9.1961,-9.7151,-8.5553
9.2477,-8.9535,9.73
3.6792,-8.5455,2.416
10.178,-3.1588,3.411
9.1961,-9.7151,3.492
-2.4996,-9.0234,-2.3433
-9.0764,-2.9076,-3.8733
3.1671,-2.7089,-2.2303
-2.791,3.0851,-2.3173
2.8249,-9.0333,-3.8013
-4.3954,-3.2937,-2.9833
8.3891,-2.7818,-3.7983
2.9472,2.9472,-4.0123
-8.3594,3.4931,-9.6313
-2.9112,-2.9918,-9.8343
-1.8611,8.8798,-8.6363
3.7067,3.0858,-9.5373
-2.2345,-8.959,-9.3303
3.3404,8.358,-8.8263
3.8757,-3.1403,-9.2233
-2.8426,2.3236,-8.5553
-2.4996,-9.0234,9.704
-9.0764,-2.9076,8.174
3.1671,-2.7089,9.817
-2.791,3.0851,9.73
2.8249,-9.0333,8.246
-4.3954,-3.2937,9.064
8.3891,-2.7818,8.249
2.9472,2.9472,8.035
-8.3594,3.4931,2.416
-2.9112,-2.9918,2.213
-1.8611,8.8798,3.411
3.7067,3.0858,2.51
-2.2345,-8.959,2.717
3.3404,8.358,3.221
3.8757,-3.1403,2.824
-2.8426,2.3236,3.492
-8.8715,9.3297,-2.2303
-9.2137,3.0053,-3.8013
-3.6495,9.2569,-3.7983
-8.163,8.8984,-9.2233
-8.8715,9.3297,9.817
-9.2137,3.0053,8.246
-3.6495,9.2569,8.249
-8.163,8.8984,2.824
9.5585,3.0347,-2.3433
2.9817,9.1505,-3.8733
7.6627,8.7644,-2.9833
9.147,9.0664,-9.8343
9.8237,3.0991,-9.3303
9.5585,3.0347,9.704
2.9817,9.1505,8.174
7.6627,8.7644,9.064
9.147,9.0664,2.213
9.8237,3.0991,2.717
-6.1085,-8.9836,-12.297
-6.3482,-6.2125,-9.2183
-0.46298,-12.123,-8.8223
-12.876,-12.393,-9.3283
-6.2089,-12.648,-2.7653
-11.658,-7.0843,-3.1143
-6.7994,-5.7118,-3.2213
-12.36,-11.353,-3.0343
-6.2895,-11.423,-8.8023
-11.985,-5.6291,-9.1933
-9.089,-12.073,-11.843
-2.9789,-11.285,-12.017
-8.9115,-5.4396,-11.702
-11.895,-9.0105,-11.707
-6.3963,-8.8811,-5.7393
-12.171,-2.9782,-5.6773
-6.1085,-8.9836,-0.24933
-12.219,-3.0178,-12.17
-12.349,-8.9221,-6.3653
-3.2214,-12.687,-6.2153
-9.2933,-5.714,-6.2573
-9.2884,-11.673,-6.1963
-6.3482,-6.2125,2.829
-0.46298,-12.123,3.225
-12.876,-12.393,2.719
-6.2089,-12.648,9.282
-11.658,-7.0843,8.933
-6.7994,-5.7118,8.826
-12.36,-11.353,9.013
-6.2895,-11.423,3.245
-11.985,-5.6291,2.854
-9.089,-12.073,0.204
-2.9789,-11.285,0.03
-8.9115,-5.4396,0.345
-11.895,-9.0105,0.34
-6.3963,-8.8811,6.308
-12.171,-2.9782,6.37
-6.1085,-8.9836,11.798
-12.219,-3.0178,-0.123
-12.349,-8.9221,5.682
-3.2214,-12.687,5.832
-9.2933,-5.714,5.79
-9.2884,-11.673,5.851
-9.089,-12.073,12.251
-2.9789,-11.285,12.077
-8.9115,-5.4396,12.392
-11.895,-9.0105,12.387
-12.219,-3.0178,11.924
-12.502,-0.084542,-8.8223
-12.502,-0.084542,3.225
8.9726,-11.914,-12.436
11.221,-12.373,-9.3283
6.246,-6.4398,-9.1753
5.476,-12.243,-3.2523
12.439,-7.0648,-3.1143
11.737,-11.334,-3.0343
6.188,-10.968,-9.2183
12.112,-5.6096,-9.1933
2.924,-12.487,-11.727
9.2314,-6.3082,-12.22
8.9726,-11.914,-0.38833
12.201,-8.991,-11.707
5.488,-8.9019,-5.9533
11.926,-2.9587,-5.6773
6.1145,-9.0815,-12.242
11.878,-2.9983,-12.17
11.748,-8.9026,-6.3653
8.723,-11.976,-5.9383
2.7345,-11.918,-6.0633
8.7923,-5.6231,-5.8413
11.221,-12.373,2.719
6.246,-6.4398,2.872
5.476,-12.243,8.795
12.439,-7.0648,8.933
11.737,-11.334,9.013
6.188,-10.968,2.829
12.112,-5.6096,2.854
2.924,-12.487,0.32
9.2314,-6.3082,-0.173
8.9726,-11.914,11.659
12.201,-8.991,0.34
5.488,-8.9019,6.094
11.926,-2.9587,6.37
6.1145,-9.0815,-0.195
11.878,-2.9983,-0.123
11.748,-8.9026,5.682
8.723,-11.976,6.109
2.7345,-11.918,5.984
8.7923,-5.6231,6.206
2.924,-12.487,12.367
9.2314,-6.3082,11.874
12.201,-8.991,12.387
6.1145,-9.0815,11.852
11.878,-2.9983,11.924
-2.9826,-6.1716,-12.612
-3.066,0.12445,-12.436
0.055861,-2.9677,-12.767
5.9496,3.0745,-12.297
5.7099,5.8457,-9.2183
11.595,-0.065054,-8.8223
-0.81812,-0.33446,-9.3283
-5.7926,5.5989,-9.1753
0.93692,-6.6249,-3.0063
-6.5627,-0.20435,-3.2523
5.8492,-0.58973,-2.7653
0.40022,4.9738,-3.1143
0.12374,-11.06,-2.8853
5.2588,6.3463,-3.2213
5.3882,-5.3288,-2.9053
-0.30193,0.70499,-3.0343
-1.0508,-5.6809,-9.0683
-5.8506,1.0706,-9.2183
5.7686,0.63498,-8.8023
0.073539,6.429,-9.1933
-2.9826,-6.1716,-0.56433
-9.1146,-0.44831,-11.727
2.9691,-0.014849,-11.843
-2.8072,5.7304,-12.22
3.0229,-5.6208,-11.613
-3.066,0.12445,-0.38833
9.0793,0.77357,-12.017
3.1466,6.6185,-11.702
0.17112,-8.7667,-11.618
-5.5762,-3.0717,-11.803
6.2374,-3.0455,-11.806
0.16263,3.0476,-11.707
-0.33163,-2.8659,-6.1823
-6.5506,3.1367,-5.9533
5.6618,3.177,-5.7393
-0.11243,9.08,-5.6773
0.055861,-2.9677,-0.71933
-5.9241,2.9571,-12.242
5.9496,3.0745,-0.24933
-0.16051,9.0404,-12.17
-0.2489,-8.9619,-6.2613
-6.3668,-2.9034,-6.2403
5.6858,-2.7415,-6.3143
-0.29062,3.136,-6.3653
2.8115,-5.4857,-6.9573
-3.3156,0.062933,-5.9383
8.8367,-0.62862,-6.2153
2.7648,6.3442,-6.2573
-3.194,-6.1087,-5.1013
-9.3041,0.12021,-6.0633
2.7697,0.38537,-6.1963
-3.2463,6.4156,-5.8413
5.7099,5.8457,2.829
11.595,-0.065054,3.225
-0.81812,-0.33446,2.719
-5.7926,5.5989,2.872
0.93692,-6.6249,9.041
-6.5627,-0.20435,8.795
5.8492,-0.58973,9.282
0.40022,4.9738,8.933
0.12374,-11.06,9.162
5.2588,6.3463,8.826
5.3882,-5.3288,9.142
-0.30193,0.70499,9.013
-1.0508,-5.6809,2.979
-5.8506,1.0706,2.829
5.7686,0.63498,3.245
0.073539,6.429,2.854
-2.9826,-6.1716,11.483
-9.1146,-0.44831,0.32
2.9691,-0.014849,0.204
-2.8072,5.7304,-0.173
3.0229,-5.6208,0.434
-3.066,0.12445,11.659
9.0793,0.77357,0.03
3.1466,6.6185,0.345
0.17112,-8.7667,0.429
-5.5762,-3.0717,0.244
